properties.ObjectId,properties.StopID,properties.PID,properties.actionTakenDuringStop,properties.personSearchConsentGiven,properties.propertySearchConsentGiven
17716,16419,1,Search of person was conducted,NULL,NULL
17717,16420,1,Asked for consent to search person,TRUE,NULL
17718,16420,1,Asked for consent to search property,NULL,TRUE
17719,16420,1,Curbside detention,NULL,NULL
17720,16420,1,Search of person was conducted,NULL,NULL
17721,16421,1,None,NULL,NULL
17722,16422,1,Asked for consent to search person,TRUE,NULL
17723,16422,1,Asked for consent to search property,NULL,TRUE
17724,16422,1,Curbside detention,NULL,NULL
17725,16422,1,Search of person was conducted,NULL,NULL
17726,16422,1,Search of property was conducted,NULL,NULL
17727,16423,1,Asked for consent to search person,TRUE,NULL
17728,16423,1,Handcuffed or flex cuffed,NULL,NULL
17729,16424,1,None,NULL,NULL
17730,16425,1,Handcuffed or flex cuffed,NULL,NULL
17731,16425,1,Property was seized,NULL,NULL
17732,16425,1,Search of person was conducted,NULL,NULL
17733,16425,1,Search of property was conducted,NULL,NULL
17734,16426,1,None,NULL,NULL
17735,16427,1,None,NULL,NULL
17736,16428,1,None,NULL,NULL
17737,16428,2,None,NULL,NULL
17738,16428,3,None,NULL,NULL
17739,16428,4,None,NULL,NULL
17740,16428,5,None,NULL,NULL
17741,16428,6,None,NULL,NULL
17742,16429,1,None,NULL,NULL
17743,16430,1,None,NULL,NULL
17744,16300,1,None,NULL,NULL
17745,16241,2,Handcuffed or flex cuffed,NULL,NULL
17746,16266,1,Search of person was conducted,NULL,NULL
17747,16355,1,Curbside detention,NULL,NULL
17748,16301,1,None,NULL,NULL
17749,16241,2,Search of person was conducted,NULL,NULL
17750,16267,1,None,NULL,NULL
17751,16356,1,Handcuffed or flex cuffed,NULL,NULL
17752,16302,1,None,NULL,NULL
17753,16328,1,Curbside detention,NULL,NULL
17754,16241,3,Handcuffed or flex cuffed,NULL,NULL
17755,16268,1,Asked for consent to search person,TRUE,NULL
17756,16356,1,Patrol car detention,NULL,NULL
17757,16303,1,None,NULL,NULL
17758,16329,1,Asked for consent to search person,NULL,NULL
17759,16241,3,Search of person was conducted,NULL,NULL
17760,16268,1,Curbside detention,NULL,NULL
17761,16356,1,Person removed from vehicle by order,NULL,NULL
17762,16304,1,None,NULL,NULL
17763,16329,1,Patrol car detention,NULL,NULL
17764,16241,4,Firearm pointed at person,NULL,NULL
17765,16268,1,Handcuffed or flex cuffed,NULL,NULL
17766,16356,1,Search of person was conducted,NULL,NULL
17767,16305,1,None,NULL,NULL
17768,16329,1,Person removed from vehicle by order,NULL,NULL
17769,16241,4,Handcuffed or flex cuffed,NULL,NULL
17770,16268,1,Patrol car detention,NULL,NULL
17771,16356,1,Search of property was conducted,NULL,NULL
17772,16306,1,None,NULL,NULL
17773,16330,1,None,NULL,NULL
17774,16241,4,Search of person was conducted,NULL,NULL
17775,16268,1,Search of person was conducted,NULL,NULL
17776,16356,1,Vehicle impounded,NULL,NULL
17777,16307,1,None,NULL,NULL
17778,16331,1,None,NULL,NULL
17779,16308,1,Handcuffed or flex cuffed,NULL,NULL
17780,16241,5,Curbside detention,NULL,NULL
17781,16308,1,Patrol car detention,NULL,NULL
17782,16269,1,Asked for consent to search person,TRUE,NULL
17783,16356,2,Curbside detention,NULL,NULL
17784,16241,5,Search of person was conducted,NULL,NULL
17785,16308,1,Person removed from vehicle by order,NULL,NULL
17786,16332,1,Patrol car detention,NULL,NULL
17787,16356,2,Person removed from vehicle by order,NULL,NULL
17788,16269,1,Curbside detention,NULL,NULL
17789,16241,6,Firearm pointed at person,NULL,NULL
17790,16308,1,Search of person was conducted,NULL,NULL
17791,16332,1,Person removed from vehicle by order,NULL,NULL
17792,16356,2,Search of person was conducted,NULL,NULL
17793,16269,1,Handcuffed or flex cuffed,NULL,NULL
17794,16241,6,Handcuffed or flex cuffed,NULL,NULL
17795,16308,1,Search of property was conducted,NULL,NULL
17796,16333,1,None,NULL,NULL
17797,16357,1,None,NULL,NULL
17798,16269,1,Patrol car detention,NULL,NULL
17799,16241,6,Search of person was conducted,NULL,NULL
17800,16308,1,Vehicle impounded,NULL,NULL
17801,16334,1,Curbside detention,NULL,NULL
17802,16358,1,None,NULL,NULL
17803,16269,1,Person removed from vehicle by order,NULL,NULL
17804,16242,1,None,NULL,NULL
17805,16309,1,None,NULL,NULL
17806,16334,1,Handcuffed or flex cuffed,NULL,NULL
17807,16358,2,None,NULL,NULL
17808,16269,2,Curbside detention,NULL,NULL
17809,16244,1,Handcuffed or flex cuffed,NULL,NULL
17810,16310,1,None,NULL,NULL
17811,16334,1,Person removed from vehicle by order,NULL,NULL
17812,16359,1,None,NULL,NULL
17813,16269,2,Patrol car detention,NULL,NULL
17814,16244,1,Search of person was conducted,NULL,NULL
17815,16311,1,None,NULL,NULL
17816,16334,1,Search of person was conducted,NULL,NULL
17817,16360,1,Asked for consent to search person,TRUE,NULL
17818,16269,2,Person removed from vehicle by order,NULL,NULL
17819,16245,1,Asked for consent to search person,TRUE,NULL
17820,16312,1,Curbside detention,NULL,NULL
17821,16334,2,Curbside detention,NULL,NULL
17822,16360,1,Curbside detention,NULL,NULL
17823,16270,1,None,NULL,NULL
17824,16245,1,Curbside detention,NULL,NULL
17825,16312,1,Property was seized,NULL,NULL
17826,16334,2,Handcuffed or flex cuffed,NULL,NULL
17827,16361,1,Field sobriety test conducted,NULL,NULL
17828,16271,1,None,NULL,NULL
17829,16246,1,None,NULL,NULL
17830,16312,1,Search of person was conducted,NULL,NULL
17831,16334,2,Person removed from vehicle by order,NULL,NULL
17832,16361,1,Person removed from vehicle by order,NULL,NULL
17833,16272,1,None,NULL,NULL
17834,16247,1,None,NULL,NULL
17835,16312,2,Firearm pointed at person,NULL,NULL
17836,16334,2,Search of person was conducted,NULL,NULL
17837,16361,1,Person removed from vehicle by physical contact,NULL,NULL
17838,16273,1,None,NULL,NULL
17839,16248,1,None,NULL,NULL
17840,16312,2,Handcuffed or flex cuffed,NULL,NULL
17841,16334,3,Curbside detention,NULL,NULL
17842,16361,1,Search of person was conducted,NULL,NULL
17843,16274,1,None,NULL,NULL
17844,16249,1,Curbside detention,NULL,NULL
17845,16312,2,Patrol car detention,NULL,NULL
17846,16334,3,Handcuffed or flex cuffed,NULL,NULL
17847,16361,1,Search of property was conducted,NULL,NULL
17848,16275,1,None,NULL,NULL
17849,16249,1,Handcuffed or flex cuffed,NULL,NULL
17850,16312,2,Person removed from vehicle by order,NULL,NULL
17851,16334,3,Person removed from vehicle by order,NULL,NULL
17852,16362,1,None,NULL,NULL
17853,16276,1,None,NULL,NULL
17854,16249,1,Patrol car detention,NULL,NULL
17855,16312,2,Search of person was conducted,NULL,NULL
17856,16334,3,Search of person was conducted,NULL,NULL
17857,16363,1,Curbside detention,NULL,NULL
17858,16277,1,None,NULL,NULL
17859,16249,1,Search of person was conducted,NULL,NULL
17860,16250,1,Handcuffed or flex cuffed,NULL,NULL
17861,16250,1,Search of person was conducted,NULL,NULL
17862,16251,1,None,NULL,NULL
17863,16252,1,Curbside detention,NULL,NULL
17864,16253,1,Curbside detention,NULL,NULL
17865,16253,1,Search of person was conducted,NULL,NULL
17866,16253,2,Curbside detention,NULL,NULL
17867,16253,2,Handcuffed or flex cuffed,NULL,NULL
17868,16253,2,Search of person was conducted,NULL,NULL
17869,16253,3,Asked for consent to search person,TRUE,NULL
17870,16253,3,Curbside detention,NULL,NULL
17871,16254,1,None,NULL,NULL
17872,16255,1,Asked for consent to search person,TRUE,NULL
17873,16255,1,Patrol car detention,NULL,NULL
17874,16256,1,Handcuffed or flex cuffed,NULL,NULL
17875,16256,1,Search of person was conducted,NULL,NULL
17876,16257,1,None,NULL,NULL
17877,16258,1,None,NULL,NULL
17878,16259,1,None,NULL,NULL
17879,16260,1,None,NULL,NULL
17880,16261,1,None,NULL,NULL
17881,16373,1,None,NULL,NULL
17882,16313,1,None,NULL,NULL
17883,16364,1,None,NULL,NULL
17884,16335,1,None,NULL,NULL
17885,16278,1,None,NULL,NULL
17886,16313,2,None,NULL,NULL
17887,16365,1,None,NULL,NULL
17888,16337,1,Curbside detention,NULL,NULL
17889,16279,1,None,NULL,NULL
17890,16313,3,None,NULL,NULL
17891,16366,1,Curbside detention,NULL,NULL
17892,16337,2,Curbside detention,NULL,NULL
17893,16280,1,Curbside detention,NULL,NULL
17894,16314,1,None,NULL,NULL
17895,16366,1,Search of person was conducted,NULL,NULL
17896,16338,1,None,NULL,NULL
17897,16281,1,None,NULL,NULL
17898,16315,1,None,NULL,NULL
17899,16366,1,Search of property was conducted,NULL,NULL
17900,16339,1,Curbside detention,NULL,NULL
17901,16282,1,Curbside detention,NULL,NULL
17902,16316,1,None,NULL,NULL
17903,16367,1,None,NULL,NULL
17904,16339,1,Person removed from vehicle by order,NULL,NULL
17905,16282,1,Search of person was conducted,NULL,NULL
17906,16317,1,None,NULL,NULL
17907,16368,1,Curbside detention,NULL,NULL
17908,16339,1,Search of person was conducted,NULL,NULL
17909,16283,1,None,NULL,NULL
17910,16318,1,None,NULL,NULL
17911,16369,1,None,NULL,NULL
17912,16339,1,Search of property was conducted,NULL,NULL
17913,16284,1,None,NULL,NULL
17914,16319,1,None,NULL,NULL
17915,16369,2,None,NULL,NULL
17916,16339,2,Curbside detention,NULL,NULL
17917,16285,1,Curbside detention,NULL,NULL
17918,16320,1,None,NULL,NULL
17919,16370,1,Handcuffed or flex cuffed,NULL,NULL
17920,16339,2,Person removed from vehicle by order,NULL,NULL
17921,16286,1,Asked for consent to search person,TRUE,NULL
17922,16321,1,Curbside detention,NULL,NULL
17923,16370,1,Search of person was conducted,NULL,NULL
17924,16339,2,Search of person was conducted,NULL,NULL
17925,16286,1,Asked for consent to search property,NULL,TRUE
17926,16321,1,Person removed from vehicle by order,NULL,NULL
17927,16371,1,Person removed from vehicle by order,NULL,NULL
17928,16340,1,None,NULL,NULL
17929,16286,1,Curbside detention,NULL,NULL
17930,16321,1,Search of person was conducted,NULL,NULL
17931,16371,1,Search of property was conducted,NULL,NULL
17932,16374,1,None,NULL,NULL
17933,16341,1,None,NULL,NULL
17934,16288,1,Curbside detention,NULL,NULL
17935,16321,1,Vehicle impounded,NULL,NULL
17936,16372,1,None,NULL,NULL
17937,16375,1,None,NULL,NULL
17938,16342,1,None,NULL,NULL
17939,16288,1,Person removed from vehicle by order,NULL,NULL
17940,16376,1,Asked for consent to search person,TRUE,NULL
17941,16343,1,Curbside detention,NULL,NULL
17942,16288,1,Search of person was conducted,NULL,NULL
17943,16376,1,Person removed from vehicle by order,NULL,NULL
17944,16344,1,None,NULL,NULL
17945,16345,1,Handcuffed or flex cuffed,NULL,NULL
17946,16345,1,Property was seized,NULL,NULL
17947,16345,1,Search of person was conducted,NULL,NULL
17948,16346,1,None,NULL,NULL
17949,16347,1,Asked for consent to search person,TRUE,NULL
17950,16347,1,Patrol car detention,NULL,NULL
17951,16377,1,None,NULL,NULL
17952,16378,1,Person removed from vehicle by order,NULL,NULL
17953,16288,1,Search of property was conducted,NULL,NULL
17954,16378,1,Search of person was conducted,NULL,NULL
17955,16379,1,None,NULL,NULL
17956,16289,1,Curbside detention,NULL,NULL
17957,16380,1,Curbside detention,NULL,NULL
17958,16289,1,Search of person was conducted,NULL,NULL
17959,16381,1,None,NULL,NULL
17960,16290,1,Asked for consent to search person,TRUE,NULL
17961,16382,1,None,NULL,NULL
17962,16290,1,Curbside detention,NULL,NULL
17963,16382,2,None,NULL,NULL
17964,16383,1,Curbside detention,NULL,NULL
17965,16383,1,Handcuffed or flex cuffed,NULL,NULL
17966,16383,1,Search of person was conducted,NULL,NULL
17967,16383,2,Curbside detention,NULL,NULL
17968,16383,2,Handcuffed or flex cuffed,NULL,NULL
17969,16383,2,Search of person was conducted,NULL,NULL
17970,16384,1,None,NULL,NULL
17971,16385,1,None,NULL,NULL
17972,16385,2,None,NULL,NULL
17973,16386,1,None,NULL,NULL
17974,16387,1,None,NULL,NULL
17975,16388,1,Curbside detention,NULL,NULL
17976,16389,1,Curbside detention,NULL,NULL
17977,16390,1,None,NULL,NULL
17978,16391,1,None,NULL,NULL
17979,16392,1,None,NULL,NULL
17980,16393,1,None,NULL,NULL
17981,16394,1,None,NULL,NULL
17982,16395,1,None,NULL,NULL
17983,16396,1,Curbside detention,NULL,NULL
17984,16397,1,None,NULL,NULL
17985,16398,1,None,NULL,NULL
17986,16399,1,Curbside detention,NULL,NULL
17987,16399,1,Search of person was conducted,NULL,NULL
17988,16400,1,Handcuffed or flex cuffed,NULL,NULL
17989,16400,1,Patrol car detention,NULL,NULL
17990,16400,1,Search of person was conducted,NULL,NULL
17991,16401,1,None,NULL,NULL
17992,16402,1,None,NULL,NULL
17993,16403,1,Asked for consent to search person,TRUE,NULL
17994,16403,1,Curbside detention,NULL,NULL
17995,16403,1,Search of person was conducted,NULL,NULL
17996,16403,2,Asked for consent to search person,TRUE,NULL
17997,16403,2,Curbside detention,NULL,NULL
17998,16403,2,Property was seized,NULL,NULL
17999,16403,2,Search of person was conducted,NULL,NULL
18000,16404,1,Curbside detention,NULL,NULL
18001,16577,1,Handcuffed or flex cuffed,NULL,NULL
18002,16489,1,None,NULL,NULL
18003,16577,1,Property was seized,NULL,NULL
18004,16641,1,None,NULL,NULL
18005,16546,1,None,NULL,NULL
18006,16490,1,None,NULL,NULL
18007,16577,1,Search of person was conducted,NULL,NULL
18008,16642,1,None,NULL,NULL
18009,16518,1,Curbside detention,NULL,NULL
18010,16431,1,None,NULL,NULL
18011,16546,2,None,NULL,NULL
18012,16491,1,None,NULL,NULL
18013,16578,1,None,NULL,NULL
18014,16643,1,Patrol car detention,NULL,NULL
18015,16518,1,Person removed from vehicle by order,NULL,NULL
18016,16432,1,None,NULL,NULL
18017,16547,1,None,NULL,NULL
18018,16492,1,None,NULL,NULL
18019,16579,1,None,NULL,NULL
18020,16643,1,Search of person was conducted,NULL,NULL
18021,16518,1,Search of person was conducted,NULL,NULL
18022,16433,1,Asked for consent to search person,TRUE,NULL
18023,16548,1,Curbside detention,NULL,NULL
18024,16493,1,None,NULL,NULL
18025,16580,1,None,NULL,NULL
18026,16644,1,Firearm pointed at person,NULL,NULL
18027,16519,1,Curbside detention,NULL,NULL
18028,16433,1,Handcuffed or flex cuffed,NULL,NULL
18029,16549,1,None,NULL,NULL
18030,16494,1,None,NULL,NULL
18031,16581,1,None,NULL,NULL
18032,16644,1,Handcuffed or flex cuffed,NULL,NULL
18033,16519,1,Handcuffed or flex cuffed,NULL,NULL
18034,16434,1,Asked for consent to search person,TRUE,NULL
18035,16550,1,None,NULL,NULL
18036,16551,1,None,NULL,NULL
18037,16552,1,Handcuffed or flex cuffed,NULL,NULL
18038,16552,1,Search of person was conducted,NULL,NULL
18039,16552,2,Handcuffed or flex cuffed,NULL,NULL
18040,16552,2,Search of person was conducted,NULL,NULL
18041,16553,1,Search of property was conducted,NULL,NULL
18042,16554,1,Curbside detention,NULL,NULL
18043,16555,1,Curbside detention,NULL,NULL
18044,16555,2,Curbside detention,NULL,NULL
18045,16556,1,None,NULL,NULL
18046,16557,1,Handcuffed or flex cuffed,NULL,NULL
18047,16557,1,Search of person was conducted,NULL,NULL
18048,16558,1,Handcuffed or flex cuffed,NULL,NULL
18049,16559,1,None,NULL,NULL
18050,16560,1,None,NULL,NULL
18051,16561,1,None,NULL,NULL
18052,16562,1,None,NULL,NULL
18053,16563,1,Curbside detention,NULL,NULL
18054,16564,1,None,NULL,NULL
18055,16565,1,None,NULL,NULL
18056,16566,1,Curbside detention,NULL,NULL
18057,16567,1,None,NULL,NULL
18058,16568,1,None,NULL,NULL
18059,16569,1,None,NULL,NULL
18060,16571,1,None,NULL,NULL
18061,16572,1,Patrol car detention,NULL,NULL
18062,16572,1,Search of person was conducted,NULL,NULL
18063,16572,2,Patrol car detention,NULL,NULL
18064,16572,2,Search of person was conducted,NULL,NULL
18065,16572,3,Patrol car detention,NULL,NULL
18066,16572,3,Search of person was conducted,NULL,NULL
18067,16572,4,Patrol car detention,NULL,NULL
18068,16572,4,Search of person was conducted,NULL,NULL
18069,16572,5,Patrol car detention,NULL,NULL
18070,16572,5,Search of person was conducted,NULL,NULL
18071,16573,1,Curbside detention,NULL,NULL
18072,16573,1,Search of person was conducted,NULL,NULL
18073,16574,1,None,NULL,NULL
18074,16575,1,Patrol car detention,NULL,NULL
18075,16575,1,Search of person was conducted,NULL,NULL
18076,16575,2,Patrol car detention,NULL,NULL
18077,16575,2,Search of person was conducted,NULL,NULL
18078,16576,1,None,NULL,NULL
18079,16577,1,Firearm pointed at person,NULL,NULL
18080,16614,1,Vehicle impounded,NULL,NULL
18081,16519,1,Patrol car detention,NULL,NULL
18082,16582,1,None,NULL,NULL
18083,16434,1,Person removed from vehicle by order,NULL,NULL
18084,16644,1,Patrol car detention,NULL,NULL
18085,16519,1,Search of person was conducted,NULL,NULL
18086,16583,1,None,NULL,NULL
18087,16435,1,None,NULL,NULL
18088,16644,1,Property was seized,NULL,NULL
18089,16520,1,Curbside detention,NULL,NULL
18090,16584,1,None,NULL,NULL
18091,16436,1,Handcuffed or flex cuffed,NULL,NULL
18092,16644,1,Search of person was conducted,NULL,NULL
18093,16520,1,Handcuffed or flex cuffed,NULL,NULL
18094,16585,1,None,NULL,NULL
18095,16436,1,Search of person was conducted,NULL,NULL
18096,16645,1,Curbside detention,NULL,NULL
18097,16520,1,Patrol car detention,NULL,NULL
18098,16586,1,None,NULL,NULL
18099,16437,1,None,NULL,NULL
18100,16495,1,None,NULL,NULL
18101,16645,1,Search of person was conducted,NULL,NULL
18102,16520,1,Search of person was conducted,NULL,NULL
18103,16587,1,Person removed from vehicle by order,NULL,NULL
18104,16495,2,None,NULL,NULL
18105,16646,1,None,NULL,NULL
18106,16438,1,None,NULL,NULL
18107,16521,1,None,NULL,NULL
18108,16588,1,None,NULL,NULL
18109,16496,1,None,NULL,NULL
18110,16647,1,Curbside detention,NULL,NULL
18111,16439,1,None,NULL,NULL
18112,16522,1,Curbside detention,NULL,NULL
18113,16589,1,None,NULL,NULL
18114,16497,1,None,NULL,NULL
18115,16647,1,Person removed from vehicle by order,NULL,NULL
18116,16440,1,None,NULL,NULL
18117,16523,1,Asked for consent to search person,TRUE,NULL
18118,16590,1,None,NULL,NULL
18119,16498,1,None,NULL,NULL
18120,16647,1,Search of person was conducted,NULL,NULL
18121,16441,1,Handcuffed or flex cuffed,NULL,NULL
18122,16591,1,None,NULL,NULL
18123,16592,1,None,NULL,NULL
18124,16441,1,Search of person was conducted,NULL,NULL
18125,16523,1,Curbside detention,NULL,NULL
18126,16498,2,None,NULL,NULL
18127,16647,1,Search of property was conducted,NULL,NULL
18128,16442,1,None,NULL,NULL
18129,16593,1,Curbside detention,NULL,NULL
18130,16523,1,Handcuffed or flex cuffed,NULL,NULL
18131,16499,1,Curbside detention,NULL,NULL
18132,16648,1,Asked for consent to search person,TRUE,NULL
18133,16443,1,None,NULL,NULL
18134,16615,1,None,NULL,NULL
18135,16594,1,None,NULL,NULL
18136,16524,1,Asked for consent to search person,TRUE,NULL
18137,16499,1,Search of person was conducted,NULL,NULL
18138,16648,1,Handcuffed or flex cuffed,NULL,NULL
18139,16444,1,None,NULL,NULL
18140,16460,1,Search of person was conducted,NULL,NULL
18141,16616,1,Handcuffed or flex cuffed,NULL,NULL
18142,16595,1,None,NULL,NULL
18143,16524,1,Handcuffed or flex cuffed,NULL,NULL
18144,16500,1,None,NULL,NULL
18145,16649,1,None,NULL,NULL
18146,16445,1,None,NULL,NULL
18147,16461,1,Search of person was conducted,NULL,NULL
18148,16616,1,Patrol car detention,NULL,NULL
18149,16596,1,None,NULL,NULL
18150,16525,1,Curbside detention,NULL,NULL
18151,16501,1,None,NULL,NULL
18152,16650,1,None,NULL,NULL
18153,16446,1,None,NULL,NULL
18154,16462,1,None,NULL,NULL
18155,16616,1,Person photographed,NULL,NULL
18156,16597,1,None,NULL,NULL
18157,16526,1,Handcuffed or flex cuffed,NULL,NULL
18158,16502,1,None,NULL,NULL
18159,16651,1,None,NULL,NULL
18160,16448,1,Curbside detention,NULL,NULL
18161,16463,1,None,NULL,NULL
18162,16616,1,Property was seized,NULL,NULL
18163,16598,1,None,NULL,NULL
18164,16526,1,Search of property was conducted,NULL,NULL
18165,16503,1,None,NULL,NULL
18166,16652,1,None,NULL,NULL
18167,16448,1,Handcuffed or flex cuffed,NULL,NULL
18168,16464,1,Asked for consent to search person,TRUE,NULL
18169,16616,1,Search of person was conducted,NULL,NULL
18170,16599,1,None,NULL,NULL
18171,16527,1,None,NULL,NULL
18172,16503,2,None,NULL,NULL
18173,16653,1,Asked for consent to search person,TRUE,NULL
18174,16448,1,Search of person was conducted,NULL,NULL
18175,16464,1,Curbside detention,NULL,NULL
18176,16617,1,None,NULL,NULL
18177,16600,1,None,NULL,NULL
18178,16528,1,None,NULL,NULL
